text,Sentiment
"TO PUT A CLOSURE SA NANGYAYARI NA TO, HE SHOULD REALLY SURFACE'

Retired Marine Col. Ariel Querubin said Senator Ping Lacson reached out to him for help in finding missing witness Orly Guteza, whose affidavit was recently ruled falsified by a Manila court.

Querubin also called on Guteza to surface and clear his name amid questions over his claims and whereabouts.

Watch his exclusive interview on #OnPoint with Pinky Webb: https://t.co/vvOs8OG8c1",Neutral
Ilang mga sasakyan ng Discaya isusubasta na ng BOC https://t.co/UYQsFs65pw via @512753755235591,Neutral
"I smell panic.

I have said this before.

PBBM already decapitated the head of the cabal by sending him to Hague.

In this game, they may delay their defeat but the outcome will be the same.",Negative
"The Makati City government had passed two new ordinances paving the way for more financial and social aid for the city's public school students and senior citizens, Makati City Mayor Nancy Binay said on Wednesday, Oct. 29.

https://t.co/FwTNr2uRZ2",Positive
"This rhetoric is nice, but we need action. Massie leads the Antitrust Committee in the House of Representatives. He can propose a bill to break up the Big Four meatpackers — today. He can propose a bill to ban JBS from public contracts — today. He can attack the corrupting power of the Meat Trust directly. He doesn’t need to wait on anybody else to solve this problem.",Positive
"🗞️ Front Page News 🗞️
October 31, 2025
Sa ibang detalye, bisitahin ang:
https://t.co/1Nlfg3g09U

https://t.co/8YAETtLoOc

https://t.co/ZvioxYkFCK

https://t.co/CsCoPJh64B

https://t.co/IApRlsn5Qh

https://t.co/lgBbbM9isl

#TeleTabloid
#TunayNaTabloidista https://t.co/xnslVooBIc",Neutral
"Pinuri ng Young Guns ng Kamara de Representantes ang paglagda ni Pangulong Ferdinand Marcos Jr. sa Philippine Offshore Gaming Operations (POGO) Ban Act of 2025 (Republic Act 12312).

Basahin: https://t.co/iJTvpDQKjr

#DWAR1494 https://t.co/ecnxRAatnv",Neutral
"‘BUMILIB AKO SA’YO TAPOS NAWAWALA KA’

Retired Marine Corps Col. Ariel Querubin revealed that Senator Ping Lacson sought his help in locating surprise witness Orly Guteza, whose whereabouts are currently unknown after the Philippine Navy denied that the former soldier is under their custody.

Querubin also urged Guteza to come forward and defend himself after his affidavit was deemed falsified by a Manila court.

WATCH #ONPOINT HERE: https://t.co/vvOs8OG8c1",Neutral
"Dahil kay Speaker (Martin Romualdez) ....

Our country became the MOST corrupt. https://t.co/TgLMFlXYMn",Neutral
"Former Department of Public Works and Highways (DPWH) Bulacan 1st District Engineer Henry Alcantara, former Assistant District Engineer Brice Hernandez, and private contractor Sarah Discaya will be jailed by Christmas, Public Works Secretary Vince Dizon said Thursday. https://t.co/RoGSZphbJ6",Neutral
"#Agenda | Dinepensahan ni Sen. Marcoleta si Orly Guteza at tinawag na “most credible witness” sa flood control scandal — sa kabila ng umano’y pekeng affidavit. Pero nasaan na nga ba ngayon ang testigo? | via @795472664909263
https://t.co/6EO9L3bDYx",Positive
"@581180724593503 pag sira eh sirang sirang na nga, di nga dumating nung pinatawag ng doj , gusto nya lang sa senado sumipot para andun si marcoleta, pekeng notaryo , pekeng kustodiya , 8080",Neutral
Hindi mawawala ang galit ng taumbayan sa walang kwentang list na nilabas ng ICI! Mawawala lang ang galit ng taumbayan pag nagresign na si Bangag na pumirma sa pinakakorap na budget kaya nangyari ang Flood Control Corruption nayan! #MarcosResign #floodcontrol #CORRUPTION,Neutral
"#Agenda | Hindi rin nakaligtas sa flood control scandal ang mga nakahimlay sa Bulacan. 

Tila hindi kasi matapos-tapos ang baha sa isang sementeryo sa Hagonoy.  | via @441392737331241  
https://t.co/JZjmGtGVYg",Neutral
"#Agenda | Nag-domino effect na ang anomalya sa DPWH sa iba pang ahensya ng gobyerno. 

Bago umalis para sa APEC Summit sa South Korea, pinatapyasan ni Pangulong Bongbong Marcos ang pondo sa lahat na ng mga proyekto. | via @360862139180970  
https://t.co/pJOuyr6ejN",Neutral
I was reading the reqoutes kanina hahaha and I was like '??' really? Big deal retokada/retokado pero sa corrupt na tao tahimik? Eww sayo te. Sana kung ilalabas mo ang ganyang ugali dapat sa corrupt na lang edi sana nakulong na sila Discaya at Chiz.,Negative
"This Christmas won’t be merry for everyone — Dizon just dropped a bombshell that could send top DPWH officials straight to jail.

Read more : https://t.co/622dfAN8Ez

#DPWH #VinceDizon #dpwhfloodcontrol #DPWHCorruption #PinasTimes https://t.co/DkzbpTOOGT",Positive
idol siguro ng DPWH tong SM kaya ginaya yung pagiging kurakot,Neutral
"BAKIT DI MAPATAWAG ANG MGA MALALAKING ISDA?

Binanatan ni Senator Rodante Marcoleta si Senate President Pro Tempore Panfilo Ping Lacson dahil tikom pa rin ang bibig nitong ipatawag ang 17 kongresista na binanggit ng mga Discaya sa imbestigasyon ng multibillion peso flood control. https://t.co/p36IsVN89y",Neutral
"Nakatakdang ipasubasta ng Bureau of Customs (BOC) ang pitong luxury cars na pag-aari ng mag-asawang contractor na sina Sarah at Curlee Discaya sa Nobyembre 15.

Basahin: https://t.co/N9MSRenX5S

#DWAR1494 https://t.co/MXh4w6zb9D",Neutral
"Itinalaga ni Pangulong Ferdinand Marcos Jr. ang kapatid ni Atty. Gigi Reyes, dating chief of staff ni Juan Ponce Enrile, bilang miyembro ng SBMA Board. Ngunit marami ang nagtataas-kilay sa appointment dahil sa mga lumang isyung legal ni Reyes.
https://t.co/oX27P7mjXT",Positive
@865115138014242 musta ang “witness” na si Guteza?  puro kahihiyan ang dala ni Marcoleta sa  senado!!!,Neutral
"CAAP says ready to help recover Zaldy Co's air assets once forfeiture order released
Johnson Manabat, ABS-CBN News
Published Oct 30, 2025 06:48 PM PHT
https://t.co/owmOj6v593",Positive
Tangina nyang bohol eh siguro babalik ako dyan pag nalipat sa kin pera ni Zaldy Co.,Neutral
"Tiangco reiterates call to cancel Zaldy Co’s passport
Vivienne Gulla, ABS-CBN News
Published Oct 30, 2025 06:43 PM PHT
https://t.co/RtiyZG74kR",Neutral
"Itinayo ang ICI para pagtakpan anomalya at corruption ni 🐊 Tambaloslos Rowaldas, Tonggresta involve sa Flood Control Project. https://t.co/dr4D5JtVBk",Neutral
"@901946442613399 Kung magtagumpay sila, edi kulong si guteza, marcoleta at defensor. Peke e.",Neutral
"@492496883932672 March 11, 2010 The U.S. House of Representatives last impeached a federal judge on that date, when it unanimously approved articles of impeachment against U.S. District Judge G. Thomas Porteous Jr. of the Eastern District of Louisiana. He was charged with accepting bribes, making false statements under penalty of perjury, and engaging in a corrupt conspiracy. The Senate convicted and removed him from office later that year on December 8, 2010. This was the 15th impeachment of a federal judge since 1789, and no others have occurred since. While articles of impeachment against judges like James E. Boasberg were introduced in 2025, none passed the House.

Don't bet the mortgage money.",Neutral
"@451018693498317 kanino ka po pinaka nawawafuhan, Sal Panelo, Marcoleta o Martires po? #AskSweet",Neutral
"@289929405221207 MAMTAY NA ‘YAN, MGA KURAKOT!

#TrillionPesoMarch
#IkulongNaYanMgaKurakot
#MamatayNaYanMgaKurakot",Neutral
@304193516099150 Bakit nga humantong sila sa ganito lalo na si marcoleta? Mga kilala kong taga UP ang tatalino galing magsalita and they know where to stand pero heto tayo,Neutral
@581180724593503 Sa testimonya ni Guteza open and shut case na yang pinakamalaking kaso ng embezzlement sa pag-yari ng mga tirador sa treasury ng Filipinas; ika nga ni Marcoleta napagdugtung-dugtong na ni Guteza na ang mga pinaka-salarin ay ang tag team Bondying &amp; Aco Bukol,Neutral
"@874934164394919 We’re practically a kingdom now &amp; every decision is made by the King of the United States, who controls everything &amp; will soon RUIN them all too‼️ The House of Representatives &amp; Senate really doesn’t matter‼️ SHAME ON the CORRUPT #GOP ‼️REMEMBER THEIR BETRAYAL &amp; #VoteBlue 🇺🇸🇺🇸🇺🇸",Negative
"ANO BA ITONG MGA KUMAKALAT NA AMBUSH DAW KAY MARCOLETA?

#attyenzorecto
#attyrickytomotorgo
#corruptionCANCELSdevelopment
#PUMANIGsaTOTOOwagsapulitiko
#bunyog https://t.co/AeCfem1wZo",Neutral
Tuwang tuwa ang mga alipores ni PBBM. 😂😂😂😂 https://t.co/wnTgwCXpSq,Neutral
"Watching former Congressman Mike Defensor on TV defend himself and Marcoleta while talking about their so-called whistleblower Orly Guteza got me thinking that their shameless lies reveal just how deeply corruption has taken root in a nation once proud of its honesty, industry, faith, love, and hospitality. They make it seem as if lying has become an acceptable part of everyday life. It also made me realize that insisting someone be held accountable for something without any proof of their guilt is, in itself, a form of lying — a deception not just to others, but to oneself.",Positive
"@774669599076699 Ping Lacson protektor ng corrupt
Yung witness ang hinaharass
@152707895827741 Unblock me you rotten mf",Negative
"The Syndicate Gambling Empire

Let’s connect the dots.

➡️ Corrupt politicians who pocketed billions from “Ghost Projects” are the same people investing in casinos, online platforms, and gambling ventures. Their dirty money didn’t vanish, it was laundered and reborn through the gambling industry. ⬇️

➡️ DSWD engineers and insiders involved in those billion-peso Ghost Projects were seen frequenting casinos, investing their loot to funnel stolen public funds into the  Casino system, disguised as “Winning.” ⬇️

➡️ The known personalities and kingpins of rival gambling empires, from traditional casinos to e-sabong, or sabgong are now being targeted, persecuted, or framed with fabricated cases?? The goal? To wipe out the competition and clear the playing field. ⬇️

➡️ POGOs were removed under the guise of moral cleanup. But PIGOs still operate.

Now ask yourself ,if gambling is the problem, why remove only one?

🛑Because the mission isn’t to protect Filipinos… it’s to consolidate control.

👉They eliminated the foreign players to give oligarchs and their political backers a clean monopoly over the Filipino market.

The formula is simple:

Loot → Launder → Legalize → Control.

I’ll let you interpret the rest.

Drop your thoughts below. 👇",Neutral
"Ito naman si Ping Lacson yung witness ang hinaharass imbes na yung corrupt na si Zaldy Co at Martin Romualdez
Isa ka rin dyan magkakasama kayo gagoh",Negative
"BOC to auction off 7 of 13 seized Discaya-owned luxury cars

 https://t.co/TGKZFqxezt https://t.co/OHnpTYZU7A",Neutral
"If confirmed as “the nation’s doctor,” Dr. Means will act as a figurehead of a health care system that she has condemned as broken and corrupt.
https://t.co/TSMqkSKcIk https://t.co/rpajedfCXV",Negative
"Dismayado si Kamanggagawa Party List Representative Eli San Fernando sa usad ng imbestigasyon kaugnay ng maanomalyang flood control projects sa gitna ng ulat na may asset ang dating mambabatas na si Zaldy Co tulad ng helicopter na wala na sa Pilipinas. 

Basahin: https://t.co/HXrCVkG5nn",Neutral
"Tinawag ni Department of Public Works and Highways (DPWH) Secretary Vince Dizon na “single biggest reform” sa ahensya ang utos ni Pangulong Ferdinand Marcos Jr. na ibaba ng hanggang 50% ang presyo ng construction materials sa mga proyekto ng gobyerno.

BASAHIN: 
https://t.co/Sxgt6NZqCW",Neutral
"@225867148354714 The Dutertes and their minions won't stop at nothing  to derail the investigations and filing of cases in the massive flood control mess.
And if in case we doubt their moves (Dutertes), there is only who won't stop at nothing too...The Bulacan Enginners!",Neutral
"The man who preached integrity now stands exposed — a novice manipulator shielding corruption with lies.
In the court of public opinion, Mr. Marcoleta —your credibility stands utterly falsified.  

#OrlyGuteza #FakeWitness https://t.co/qnvGscdJLu",Neutral
"DPwh
▬ك&amp;#x624;ب&amp;#x624;ن▬ك&amp;#x624;د▬خ&amp;#x635;م▬ا&amp;#x64A;هرب▬ايه&amp;#x64A;رب▬

⎐ابهررب⎐
⊵IPY1290⊴",Neutral
"ICYMI: Legarda, Marcoleta gustong masilip ang pondo ng mga kongresista m... https://t.co/q9QL8dvnlS via @419339948727326",Neutral
"@933845937518127 @511455197109702 President Ferdinand Marcos Jr. (PBBM) arrived in Busan, South Korea, today, October 30, 2025, to attend the 32nd APEC Economic Leaders' Meeting, as confirmed by official Philippine government sources. The Presidential Communications Office reported his arrival at Gimhae Air Base, followed by meetings with Filipino overseas workers. Philippine News Agency and BusinessMirror further verify his participation in the summit from October 30 to November 2, debunking claims of non-attendance.",Neutral
